work_key,subject
OL25434351W,"Fiction, romance, contemporary"
OL25434351W,Romance
OL25434351W,Sports Romance
OL25434351W,Hockey
OL25434351W,M M Romance
OL25434351W,Enemies To Lovers
OL25434351W,Contemporary
OL25434351W,Queer
OL8433267W,Romance fiction
OL8433267W,Fiction in English
OL4233152W,"Fiction, Romance, Contemporary"
OL4233152W,incomplete scan
OL8315332W,"Fiction, Romance, Contemporary"
OL3498690W,"Fiction, Romance, Contemporary"
OL3498690W,New Zealand Romance fiction
OL8315317W,"Fiction, romance, general"
OL8315317W,"Fiction, romance, contemporary, general"
OL15456729W,Vampires--Fiction.
OL15456729W,Witches--Fiction.
OL15456729W,Alchemy--Manuscripts--Fiction.
OL15456729W,Science and magic--Fiction.
OL15456729W,Alchemy
OL15456729W,Vampires
OL15456729W,Witches
OL15456729W,Manuscripts
OL15456729W,Science and magic
OL15456729W,Fiction
OL15456729W,"Vampires, fiction"
OL15456729W,"Fiction, romance, paranormal"
OL15456729W,"Fiction, occult & supernatural"
OL15456729W,Magic
OL15456729W,Amerikanisches Englisch
OL15456729W,Fantasy fiction
OL15456729W,Love stories
OL15456729W,Large type books
OL15456729W,"Man-woman relationships, fiction"
OL15456729W,Romance fiction
OL15456729W,nyt:hardcover-fiction=2011-02-27
OL15456729W,New York Times bestseller
OL15456729W,"Fiction, romance, paranormal, general"
OL15456729W,"Fiction, romance, general"
OL15456729W,"Fiction, thrillers, general"
OL15456729W,Women college teachers
OL15456729W,American fiction
OL11327970W,"Fiction, Romance, Contemporary"
OL17311801W,"Fiction, Romance, Contemporary"
