work_key,ebook_access,has_fulltext,has_public_scan
OL3845160W,borrowable,True,False
OL2705619W,borrowable,True,False
OL3770466W,borrowable,True,False
OL5236199W,borrowable,True,False
OL8315358W,borrowable,True,False
OL4225414W,borrowable,True,False
OL21435W,printdisabled,True,False
OL3775489W,printdisabled,True,False
OL11327153W,borrowable,True,False
OL3759041W,borrowable,True,False
OL19705711W,printdisabled,True,False
OL3771293W,printdisabled,True,False
OL11277293W,borrowable,True,False
OL3771221W,printdisabled,True,False
OL11762243W,borrowable,True,False
OL3845131W,borrowable,True,False
OL3845174W,borrowable,True,False
OL3498845W,borrowable,True,False
OL4273174W,printdisabled,True,False
OL11327991W,borrowable,True,False
OL3775504W,printdisabled,True,False
OL4181997W,borrowable,True,False
OL5236243W,borrowable,True,False
OL8315261W,borrowable,True,False
OL11277333W,borrowable,True,False
OL11327950W,borrowable,True,False
OL8315270W,borrowable,True,False
OL20561781W,borrowable,True,False
OL3845125W,borrowable,True,False
OL3981187W,borrowable,True,False
OL152332W,printdisabled,True,False
OL3771243W,borrowable,True,False
OL11277309W,borrowable,True,False
OL8315268W,borrowable,True,False
OL17809871W,borrowable,True,False
OL11327946W,printdisabled,True,False
OL3457756W,borrowable,True,False
OL15171703W,printdisabled,True,False
OL24178205W,printdisabled,True,False
OL3759068W,printdisabled,True,False
OL3754835W,borrowable,True,False
OL11327965W,borrowable,True,False
OL3457959W,printdisabled,True,False
OL3759348W,borrowable,True,False
OL3770467W,borrowable,True,False
OL3735574W,borrowable,True,False
OL28181491W,printdisabled,True,False
OL19747970W,printdisabled,True,False
OL3771297W,printdisabled,True,False
OL4273160W,printdisabled,True,False
OL11327968W,borrowable,True,False
OL3498543W,borrowable,True,False
OL2959243W,borrowable,True,False
OL3759338W,borrowable,True,False
OL3845170W,borrowable,True,False
OL26955716W,no_ebook,False,False
OL3845168W,borrowable,True,False
OL3845178W,borrowable,True,False
OL3759185W,borrowable,True,False
OL6918872W,borrowable,True,False
OL3754725W,printdisabled,True,False
OL3457845W,printdisabled,True,False
OL17444354W,printdisabled,True,False
OL277730W,borrowable,True,False
OL8315347W,borrowable,True,False
OL3775507W,printdisabled,True,False
OL3775471W,printdisabled,True,False
OL3775418W,borrowable,True,False
OL20032935W,printdisabled,True,False
OL11327893W,borrowable,True,False
OL8032345W,borrowable,True,False
OL3770490W,borrowable,True,False
OL3759069W,borrowable,True,False
OL3467599W,borrowable,True,False
OL3759468W,borrowable,True,False
OL4233169W,printdisabled,True,False
OL3770471W,borrowable,True,False
OL11762227W,borrowable,True,False
OL19964677W,printdisabled,True,False
OL3773896W,printdisabled,True,False
OL11277302W,borrowable,True,False
OL5236260W,borrowable,True,False
OL11277296W,borrowable,True,False
OL3773966W,borrowable,True,False
OL3773973W,borrowable,True,False
OL3775475W,printdisabled,True,False
OL4084680W,borrowable,True,False
OL3773994W,printdisabled,True,False
OL10530605W,borrowable,True,False
OL3759277W,printdisabled,True,False
OL2959250W,printdisabled,True,False
OL21802553W,no_ebook,False,False
OL3476087W,borrowable,True,False
OL3773934W,printdisabled,True,False
OL5236219W,borrowable,True,False
OL3759472W,borrowable,True,False
OL3775425W,printdisabled,True,False
OL8869211W,borrowable,True,False
OL4440535W,borrowable,True,False
OL25434351W,no_ebook,False,False
OL8433267W,borrowable,True,False
OL4233152W,borrowable,True,False
OL8315332W,borrowable,True,False
OL3498690W,borrowable,True,False
OL8315317W,borrowable,True,False
OL15456729W,printdisabled,True,False
OL11327970W,printdisabled,True,False
OL17311801W,borrowable,True,False
