work_key,ebook_access,has_fulltext,has_public_scan
OL3457727W,borrowable,True,False
OL3457695W,printdisabled,True,False
OL17400582W,printdisabled,True,False
OL3759459W,printdisabled,True,False
OL1902282W,borrowable,True,False
OL3845618W,borrowable,True,False
OL8365987W,public,True,True
OL16552708W,printdisabled,True,False
OL167284W,borrowable,True,False
OL11277234W,borrowable,True,False
OL9156408W,printdisabled,True,False
OL3476084W,printdisabled,True,False
OL4233154W,borrowable,True,False
OL15313344W,borrowable,True,False
OL8030156W,printdisabled,True,False
OL9635858W,borrowable,True,False
OL3476020W,borrowable,True,False
OL34316607W,no_ebook,False,False
OL9359682W,borrowable,True,False
OL29983W,public,True,True
OL15169296W,printdisabled,True,False
OL5688278W,borrowable,True,False
OL5682993W,printdisabled,True,False
OL29189569W,borrowable,True,False
OL26087370W,no_ebook,False,False
OL20669844W,printdisabled,True,False
OL5694954W,printdisabled,True,False
OL4092686W,public,True,True
OL18027952W,borrowable,True,False
OL5236239W,borrowable,True,False
OL19744698W,printdisabled,True,False
OL8032583W,borrowable,True,False
OL5947740W,printdisabled,True,False
OL15020281W,borrowable,True,False
OL3457958W,printdisabled,True,False
OL167268W,borrowable,True,False
OL15683W,printdisabled,True,False
OL2959337W,printdisabled,True,False
OL5099226W,borrowable,True,False
OL17613127W,printdisabled,True,False
OL17467883W,printdisabled,True,False
OL2671311W,borrowable,True,False
OL13015028W,borrowable,True,False
OL4689825W,printdisabled,True,False
OL14920279W,borrowable,True,False
OL3457781W,printdisabled,True,False
OL3498613W,printdisabled,True,False
OL4141671W,borrowable,True,False
OL4056532W,borrowable,True,False
OL4412002W,borrowable,True,False
OL26432723W,no_ebook,False,False
OL15715835W,printdisabled,True,False
OL3457748W,printdisabled,True,False
OL4092656W,borrowable,True,False
OL5731538W,borrowable,True,False
OL17471122W,printdisabled,True,False
OL1902328W,borrowable,True,False
OL1902410W,printdisabled,True,False
OL23738W,printdisabled,True,False
OL17733369W,printdisabled,True,False
OL16048606W,borrowable,True,False
OL16607146W,borrowable,True,False
OL1979167W,borrowable,True,False
OL4440510W,borrowable,True,False
OL3498822W,printdisabled,True,False
OL15696327W,printdisabled,True,False
OL17062W,printdisabled,True,False
OL3771129W,printdisabled,True,False
OL921881W,no_ebook,False,False
OL274574W,borrowable,True,False
OL32343485W,printdisabled,True,False
OL5100332W,borrowable,True,False
OL4081093W,borrowable,True,False
OL491807W,printdisabled,True,False
OL21417599W,borrowable,True,False
OL5686888W,printdisabled,True,False
OL13693163W,borrowable,True,False
OL5853896W,printdisabled,True,False
OL4278169W,printdisabled,True,False
OL3771312W,printdisabled,True,False
OL9196002W,borrowable,True,False
OL15020280W,borrowable,True,False
OL3498716W,printdisabled,True,False
OL3759469W,borrowable,True,False
OL15657W,printdisabled,True,False
OL1902275W,printdisabled,True,False
OL100044W,borrowable,True,False
OL3759043W,printdisabled,True,False
OL167312W,borrowable,True,False
OL15121895W,printdisabled,True,False
OL3775261W,printdisabled,True,False
OL5720025W,borrowable,True,False
OL17746229W,printdisabled,True,False
OL491801W,printdisabled,True,False
OL5099246W,borrowable,True,False
OL11327983W,printdisabled,True,False
OL5694487W,printdisabled,True,False
OL3771277W,no_ebook,False,False
OL3457942W,printdisabled,True,False
OL21567801W,borrowable,True,False
OL4990539W,printdisabled,True,False
OL5720023W,borrowable,True,False
OL112334W,printdisabled,True,False
OL3498730W,printdisabled,True,False
OL461937W,printdisabled,True,False
OL5695226W,printdisabled,True,False
OL3845116W,printdisabled,True,False
OL4215988W,borrowable,True,False
OL3467491W,printdisabled,True,False
OL4342724W,borrowable,True,False
OL14859969W,printdisabled,True,False
OL11327198W,borrowable,True,False
OL4342685W,printdisabled,True,False
OL3775495W,printdisabled,True,False
OL28520883W,no_ebook,False,False
OL5236230W,printdisabled,True,False
OL17486230W,borrowable,True,False
OL4161443W,borrowable,True,False
OL15134326W,printdisabled,True,False
OL16086747W,unclassified,False,False
OL18442858W,borrowable,True,False
OL1000286W,borrowable,True,False
OL24231383W,no_ebook,False,False
OL4278232W,printdisabled,True,False
OL3775354W,printdisabled,True,False
OL8365998W,borrowable,True,False
OL5100333W,borrowable,True,False
OL8531476W,borrowable,True,False
OL4689750W,printdisabled,True,False
OL3458019W,printdisabled,True,False
OL16032670W,printdisabled,True,False
OL17352669W,printdisabled,True,False
OL3457994W,printdisabled,True,False
OL14862477W,borrowable,True,False
OL45869W,borrowable,True,False
OL16325201W,borrowable,True,False
OL4278235W,borrowable,True,False
OL21428056W,borrowable,True,False
OL3775346W,printdisabled,True,False
OL14920367W,printdisabled,True,False
OL3467582W,printdisabled,True,False
OL4092690W,borrowable,True,False
OL112341W,borrowable,True,False
OL15089817W,borrowable,True,False
OL4472913W,borrowable,True,False
OL8531490W,printdisabled,True,False
OL20478673W,borrowable,True,False
OL4141638W,borrowable,True,False
OL14862469W,borrowable,True,False
OL3518634W,borrowable,True,False
OL21181042W,borrowable,True,False
OL15183864W,printdisabled,True,False
OL1052133W,borrowable,True,False
OL863808W,public,True,True
OL3476060W,borrowable,True,False
OL19781733W,borrowable,True,False
OL5808603W,borrowable,True,False
OL42543873W,no_ebook,False,False
OL16807730W,borrowable,True,False
OL4052079W,borrowable,True,False
OL16041717W,printdisabled,True,False
OL4342697W,borrowable,True,False
OL5695245W,printdisabled,True,False
OL14851670W,borrowable,True,False
OL21676778W,no_ebook,False,False
OL8365983W,borrowable,True,False
OL14851679W,public,True,True
OL11930W,borrowable,True,False
OL3260978W,borrowable,True,False
OL3844334W,printdisabled,True,False
OL3467576W,borrowable,True,False
OL921918W,borrowable,True,False
OL16772681W,printdisabled,True,False
OL3458039W,printdisabled,True,False
OL3759454W,borrowable,True,False
OL16057454W,borrowable,True,False
OL21438800W,borrowable,True,False
OL3498586W,printdisabled,True,False
OL27436818W,printdisabled,True,False
OL11277306W,borrowable,True,False
OL5810769W,printdisabled,True,False
OL112323W,borrowable,True,False
OL3458025W,printdisabled,True,False
OL20504176W,borrowable,True,False
OL24701020W,no_ebook,False,False
OL4454529W,borrowable,True,False
OL167315W,borrowable,True,False
OL3457725W,printdisabled,True,False
OL16041965W,borrowable,True,False
OL3773902W,printdisabled,True,False
OL28172150W,no_ebook,False,False
OL112346W,printdisabled,True,False
OL14862499W,printdisabled,True,False
OL15155285W,printdisabled,True,False
OL24656464W,borrowable,True,False
OL4226052W,borrowable,True,False
OL137228W,borrowable,True,False
OL3771269W,printdisabled,True,False
OL16820019W,printdisabled,True,False
OL3632909W,borrowable,True,False
OL15177049W,printdisabled,True,False
OL3981135W,printdisabled,True,False
OL3548660W,printdisabled,True,False
OL21440976W,borrowable,True,False
OL34325W,borrowable,True,False
OL5695974W,printdisabled,True,False
OL4981182W,borrowable,True,False
OL17501376W,printdisabled,True,False
OL24633401W,no_ebook,False,False
OL4181967W,printdisabled,True,False
OL35718442W,no_ebook,False,False
OL3845645W,printdisabled,True,False
OL3759044W,printdisabled,True,False
OL5837827W,borrowable,True,False
OL3519213W,borrowable,True,False
OL17871891W,no_ebook,False,False
OL15419842W,printdisabled,True,False
OL4331835W,printdisabled,True,False
OL1979170W,borrowable,True,False
OL4465416W,borrowable,True,False
OL3771210W,printdisabled,True,False
OL8318484W,printdisabled,True,False
OL15449069W,printdisabled,True,False
OL21426118W,borrowable,True,False
OL5688711W,printdisabled,True,False
OL36123560W,no_ebook,False,False
OL5691880W,printdisabled,True,False
OL5236224W,borrowable,True,False
OL3754780W,printdisabled,True,False
OL9276227W,borrowable,True,False
OL14913333W,printdisabled,True,False
OL23272W,printdisabled,True,False
OL584283W,borrowable,True,False
OL3771093W,printdisabled,True,False
OL26085843W,no_ebook,False,False
OL3759055W,borrowable,True,False
OL3771099W,printdisabled,True,False
OL39108W,public,True,True
OL555412W,borrowable,True,False
OL1881774W,printdisabled,True,False
OL3457698W,printdisabled,True,False
OL3771303W,borrowable,True,False
OL2959309W,borrowable,True,False
OL21433555W,borrowable,True,False
OL11327153W,borrowable,True,False
OL3759041W,borrowable,True,False
OL19705711W,printdisabled,True,False
OL3771293W,printdisabled,True,False
OL11277293W,borrowable,True,False
OL3771221W,printdisabled,True,False
OL11762243W,borrowable,True,False
OL3845131W,borrowable,True,False
OL3498845W,borrowable,True,False
OL4273174W,printdisabled,True,False
OL11327991W,borrowable,True,False
OL3775504W,printdisabled,True,False
OL4181997W,borrowable,True,False
OL5236243W,borrowable,True,False
OL8315261W,borrowable,True,False
OL11277333W,borrowable,True,False
OL11327950W,borrowable,True,False
OL8315270W,borrowable,True,False
OL20561781W,borrowable,True,False
OL3845125W,borrowable,True,False
OL3981187W,borrowable,True,False
OL3771243W,borrowable,True,False
OL152332W,printdisabled,True,False
OL11277309W,borrowable,True,False
OL3845174W,borrowable,True,False
OL17809871W,borrowable,True,False
OL8315268W,borrowable,True,False
OL11327946W,printdisabled,True,False
OL3457756W,borrowable,True,False
OL15171703W,printdisabled,True,False
OL3759068W,printdisabled,True,False
OL24178205W,printdisabled,True,False
OL3754835W,borrowable,True,False
OL11327965W,borrowable,True,False
OL3457959W,printdisabled,True,False
OL3759348W,borrowable,True,False
OL3770467W,borrowable,True,False
OL3735574W,borrowable,True,False
OL28181491W,printdisabled,True,False
OL3771297W,printdisabled,True,False
OL19747970W,printdisabled,True,False
OL4273160W,printdisabled,True,False
OL11327968W,borrowable,True,False
OL3498543W,borrowable,True,False
OL2959243W,borrowable,True,False
OL3759338W,borrowable,True,False
OL3845170W,borrowable,True,False
OL3845168W,borrowable,True,False
OL26955716W,no_ebook,False,False
OL3845178W,borrowable,True,False
OL3759185W,borrowable,True,False
OL6918872W,borrowable,True,False
OL3754725W,printdisabled,True,False
OL3457845W,printdisabled,True,False
OL17444354W,printdisabled,True,False
OL277730W,borrowable,True,False
OL8315347W,borrowable,True,False
OL3775507W,printdisabled,True,False
OL3775418W,borrowable,True,False
OL20032935W,printdisabled,True,False
OL11327893W,borrowable,True,False
OL8032345W,borrowable,True,False
OL3770490W,borrowable,True,False
OL3759069W,borrowable,True,False
OL3775471W,printdisabled,True,False
OL3467599W,borrowable,True,False
OL3759468W,borrowable,True,False
OL4233169W,printdisabled,True,False
OL3770471W,borrowable,True,False
OL11762227W,borrowable,True,False
OL19964677W,printdisabled,True,False
OL3773896W,printdisabled,True,False
OL11277302W,borrowable,True,False
OL5236260W,borrowable,True,False
OL3773966W,borrowable,True,False
OL3773973W,borrowable,True,False
OL4084680W,borrowable,True,False
OL3775475W,printdisabled,True,False
OL3773994W,printdisabled,True,False
OL10530605W,borrowable,True,False
OL3759277W,printdisabled,True,False
OL2959250W,printdisabled,True,False
OL21802553W,no_ebook,False,False
OL5236219W,borrowable,True,False
OL3773934W,printdisabled,True,False
OL3759472W,borrowable,True,False
OL3775425W,printdisabled,True,False
OL8869211W,borrowable,True,False
OL4233152W,borrowable,True,False
OL8315332W,borrowable,True,False
OL3498690W,borrowable,True,False
OL8315317W,borrowable,True,False
OL15456729W,printdisabled,True,False
OL11327970W,printdisabled,True,False
OL17311801W,borrowable,True,False
OL3759292W,printdisabled,True,False
OL25555522W,no_ebook,False,False
OL3498559W,printdisabled,True,False
OL3457886W,printdisabled,True,False
OL491810W,printdisabled,True,False
OL21883446W,no_ebook,False,False
OL3844287W,printdisabled,True,False
OL14862505W,printdisabled,True,False
OL97190W,borrowable,True,False
OL34832132W,no_ebook,False,False
OL9793773W,borrowable,True,False
OL15668W,printdisabled,True,False
OL8268347W,borrowable,True,False
OL2959278W,printdisabled,True,False
OL5810791W,printdisabled,True,False
OL5236140W,printdisabled,True,False
OL2748916W,printdisabled,True,False
OL14857616W,borrowable,True,False
OL167269W,borrowable,True,False
OL15152744W,printdisabled,True,False
OL3845054W,printdisabled,True,False
OL2629881W,printdisabled,True,False
OL15462026W,printdisabled,True,False
OL4331799W,printdisabled,True,False
OL167330W,printdisabled,True,False
OL15600002W,printdisabled,True,False
OL21580696W,borrowable,True,False
OL17356524W,printdisabled,True,False
OL28436821W,no_ebook,False,False
OL17345493W,printdisabled,True,False
OL11327404W,borrowable,True,False
OL5695642W,printdisabled,True,False
OL37873918W,no_ebook,False,False
OL4220822W,borrowable,True,False
OL17383337W,printdisabled,True,False
OL8165659W,borrowable,True,False
OL4233171W,borrowable,True,False
OL3773963W,printdisabled,True,False
OL3771317W,printdisabled,True,False
OL7990735W,printdisabled,True,False
OL5946131W,borrowable,True,False
OL3773905W,printdisabled,True,False
OL14862299W,borrowable,True,False
OL4996159W,borrowable,True,False
OL10530569W,borrowable,True,False
OL2732491W,printdisabled,True,False
OL4084674W,borrowable,True,False
OL15893W,printdisabled,True,False
OL13693160W,printdisabled,True,False
OL4092634W,public,True,True
OL3754731W,borrowable,True,False
OL21487810W,borrowable,True,False
OL1902295W,printdisabled,True,False
OL17925545W,printdisabled,True,False
OL2959312W,borrowable,True,False
OL16030268W,borrowable,True,False
OL21578857W,borrowable,True,False
OL26907480W,no_ebook,False,False
OL5695925W,borrowable,True,False
OL14963843W,printdisabled,True,False
OL5797749W,borrowable,True,False
OL9224702W,borrowable,True,False
OL4233115W,borrowable,True,False
OL17461718W,borrowable,True,False
OL17436292W,printdisabled,True,False
OL8315292W,borrowable,True,False
OL10215W,public,True,True
OL20153602W,no_ebook,False,False
OL17856195W,borrowable,True,False
OL17344325W,borrowable,True,False
OL8365984W,borrowable,True,False
OL28701547W,no_ebook,False,False
OL491812W,printdisabled,True,False
OL5683849W,borrowable,True,False
OL2625443W,borrowable,True,False
OL15677W,printdisabled,True,False
OL111569W,borrowable,True,False
OL15686W,printdisabled,True,False
OL81606W,borrowable,True,False
OL17567120W,borrowable,True,False
OL4065810W,borrowable,True,False
OL24610711W,printdisabled,True,False
OL5810807W,printdisabled,True,False
OL1804648W,borrowable,True,False
OL11277261W,printdisabled,True,False
OL8365993W,borrowable,True,False
OL13754370W,printdisabled,True,False
OL5236210W,borrowable,True,False
OL5236232W,printdisabled,True,False
OL810247W,printdisabled,True,False
OL16024603W,printdisabled,True,False
OL213269W,borrowable,True,False
OL5692981W,printdisabled,True,False
OL21101115W,printdisabled,True,False
OL3770785W,borrowable,True,False
OL3771122W,printdisabled,True,False
OL5367632W,borrowable,True,False
OL27004W,borrowable,True,False
OL3498794W,borrowable,True,False
OL28053600W,no_ebook,False,False
OL4955619W,borrowable,True,False
OL9367893W,printdisabled,True,False
OL28948988W,printdisabled,True,False
OL5686935W,printdisabled,True,False
OL213263W,borrowable,True,False
OL3458063W,printdisabled,True,False
OL3775371W,printdisabled,True,False
OL17356811W,printdisabled,True,False
OL796601W,printdisabled,True,False
OL152322W,printdisabled,True,False
OL11277296W,borrowable,True,False
OL3775466W,printdisabled,True,False
OL3498824W,borrowable,True,False
OL213266W,borrowable,True,False
OL3467513W,borrowable,True,False
OL29189552W,no_ebook,False,False
OL3519329W,borrowable,True,False
OL3773920W,borrowable,True,False
OL111439W,borrowable,True,False
OL16037643W,borrowable,True,False
OL11328047W,borrowable,True,False
OL11327956W,borrowable,True,False
OL2959291W,borrowable,True,False
OL3759267W,printdisabled,True,False
OL15190273W,printdisabled,True,False
OL4412059W,borrowable,True,False
OL3519328W,borrowable,True,False
OL11327922W,printdisabled,True,False
OL3457864W,printdisabled,True,False
OL15335027W,borrowable,True,False
OL5236256W,borrowable,True,False
OL19737574W,no_ebook,False,False
OL3457832W,borrowable,True,False
OL3754813W,borrowable,True,False
OL11327992W,borrowable,True,False
OL17179785W,borrowable,True,False
OL3845015W,borrowable,True,False
OL15870434W,borrowable,True,False
OL3771298W,borrowable,True,False
OL3467543W,printdisabled,True,False
OL4356929W,borrowable,True,False
OL3780296W,borrowable,True,False
OL3775431W,borrowable,True,False
OL8087183W,borrowable,True,False
OL3476087W,borrowable,True,False
OL3759085W,printdisabled,True,False
OL3759120W,borrowable,True,False
OL3845146W,borrowable,True,False
OL3754827W,borrowable,True,False
OL11277328W,borrowable,True,False
OL25434351W,no_ebook,False,False
OL15296267W,borrowable,True,False
OL4440535W,borrowable,True,False
OL4182020W,borrowable,True,False
OL11327915W,borrowable,True,False
OL3771218W,printdisabled,True,False
OL3775493W,printdisabled,True,False
OL5809066W,printdisabled,True,False
OL59379W,printdisabled,True,False
OL16591835W,printdisabled,True,False
OL3294444W,borrowable,True,False
OL3773979W,borrowable,True,False
OL4225433W,borrowable,True,False
OL1902450W,borrowable,True,False
OL4472925W,borrowable,True,False
OL3294326W,borrowable,True,False
OL3754963W,borrowable,True,False
OL3773899W,printdisabled,True,False
OL5236136W,borrowable,True,False
OL3981197W,borrowable,True,False
OL3759109W,printdisabled,True,False
OL3773972W,printdisabled,True,False
OL28744393W,no_ebook,False,False
OL1230715W,borrowable,True,False
OL3773996W,printdisabled,True,False
OL11277308W,borrowable,True,False
OL41943074W,no_ebook,False,False
OL3759162W,borrowable,True,False
OL54797W,borrowable,True,False
OL15151758W,borrowable,True,False
OL491708W,printdisabled,True,False
OL3759296W,borrowable,True,False
OL15134433W,printdisabled,True,False
OL16772684W,printdisabled,True,False
OL11762248W,borrowable,True,False
OL3759118W,borrowable,True,False
OL3770380W,borrowable,True,False
OL3476056W,borrowable,True,False
OL3845144W,borrowable,True,False
OL3771261W,printdisabled,True,False
OL29046643W,no_ebook,False,False
OL3498840W,borrowable,True,False
OL111597W,borrowable,True,False
OL3476028W,borrowable,True,False
OL3518642W,borrowable,True,False
OL3498561W,printdisabled,True,False
OL4342692W,borrowable,True,False
OL3775491W,printdisabled,True,False
OL3775456W,printdisabled,True,False
OL59382W,printdisabled,True,False
OL15178385W,printdisabled,True,False
OL3519302W,printdisabled,True,False
OL3457793W,printdisabled,True,False
OL3476072W,printdisabled,True,False
OL5236250W,borrowable,True,False
OL5809096W,borrowable,True,False
OL59383W,printdisabled,True,False
OL59448W,borrowable,True,False
OL18203673W,printdisabled,True,False
OL2705658W,borrowable,True,False
OL3773910W,printdisabled,True,False
OL27678542W,no_ebook,False,False
OL3457907W,printdisabled,True,False
OL5236263W,borrowable,True,False
OL3476046W,borrowable,True,False
OL11327941W,borrowable,True,False
OL2959247W,printdisabled,True,False
OL9265172W,printdisabled,True,False
OL4472973W,borrowable,True,False
OL4412009W,borrowable,True,False
OL11327958W,printdisabled,True,False
OL3457792W,printdisabled,True,False
OL3759102W,printdisabled,True,False
OL16245633W,printdisabled,True,False
OL14862438W,borrowable,True,False
OL3476062W,borrowable,True,False
OL3498633W,borrowable,True,False
OL3759079W,printdisabled,True,False
OL3458028W,printdisabled,True,False
OL10530593W,borrowable,True,False
OL2045111W,borrowable,True,False
OL3771188W,printdisabled,True,False
OL3457861W,printdisabled,True,False
OL3475953W,borrowable,True,False
OL1902482W,printdisabled,True,False
OL8464993W,borrowable,True,False
OL4996286W,borrowable,True,False
OL3519250W,borrowable,True,False
OL11327653W,borrowable,True,False
OL3771184W,borrowable,True,False
OL3759019W,printdisabled,True,False
OL3771259W,printdisabled,True,False
OL4233143W,printdisabled,True,False
OL3771282W,printdisabled,True,False
OL3457929W,printdisabled,True,False
OL3845157W,borrowable,True,False
OL3476081W,borrowable,True,False
OL15421579W,borrowable,True,False
OL4233136W,borrowable,True,False
OL15121008W,printdisabled,True,False
OL3759057W,borrowable,True,False
OL25960186W,no_ebook,False,False
OL3476067W,borrowable,True,False
OL111440W,borrowable,True,False
OL2959327W,printdisabled,True,False
OL4092569W,borrowable,True,False
OL3759294W,borrowable,True,False
OL3467523W,printdisabled,True,False
OL59384W,borrowable,True,False
OL11327969W,printdisabled,True,False
OL8315275W,printdisabled,True,False
OL8433267W,borrowable,True,False
OL97176W,borrowable,True,False
OL17884509W,printdisabled,True,False
OL3498562W,printdisabled,True,False
OL66554W,public,True,True
OL3771313W,printdisabled,True,False
OL3754925W,borrowable,True,False
OL7990769W,printdisabled,True,False
OL5236262W,borrowable,True,False
OL3771088W,printdisabled,True,False
OL11327984W,borrowable,True,False
OL16023738W,printdisabled,True,False
OL109410W,borrowable,True,False
OL3467508W,borrowable,True,False
OL24156651W,borrowable,True,False
OL3845162W,borrowable,True,False
OL20824826W,no_ebook,False,False
OL3476086W,borrowable,True,False
OL3294280W,printdisabled,True,False
OL2959347W,borrowable,True,False
OL3775422W,printdisabled,True,False
OL3773890W,printdisabled,True,False
OL3771258W,borrowable,True,False
OL4092689W,borrowable,True,False
OL16772680W,borrowable,True,False
OL3773927W,printdisabled,True,False
OL3457710W,printdisabled,True,False
OL2959302W,borrowable,True,False
OL2705595W,borrowable,True,False
OL15177089W,printdisabled,True,False
OL3759337W,printdisabled,True,False
OL5236240W,borrowable,True,False
OL11327967W,borrowable,True,False
OL5236235W,borrowable,True,False
OL3457643W,printdisabled,True,False
OL3457673W,printdisabled,True,False
OL3759325W,printdisabled,True,False
OL3759317W,printdisabled,True,False
OL17381610W,printdisabled,True,False
OL15137653W,borrowable,True,False
OL17864836W,printdisabled,True,False
OL24341413W,no_ebook,False,False
OL20901884W,no_ebook,False,False
OL137163W,borrowable,True,False
OL26949W,printdisabled,True,False
OL213273W,borrowable,True,False
OL3759059W,borrowable,True,False
OL4084691W,borrowable,True,False
OL3775438W,printdisabled,True,False
OL152331W,borrowable,True,False
OL468431W,public,True,True
OL26345722W,no_ebook,False,False
OL3759186W,borrowable,True,False
OL3771308W,printdisabled,True,False
OL3775505W,borrowable,True,False
OL4228753W,printdisabled,True,False
OL460942W,borrowable,True,False
OL3476063W,borrowable,True,False
OL3775497W,printdisabled,True,False
OL17383307W,printdisabled,True,False
OL264676W,borrowable,True,False
OL3519244W,borrowable,True,False
OL19713513W,no_ebook,False,False
OL3519319W,borrowable,True,False
OL3775464W,borrowable,True,False
OL3845082W,printdisabled,True,False
OL21370801W,no_ebook,False,False
OL16477332W,borrowable,True,False
OL3759488W,borrowable,True,False
OL17443847W,borrowable,True,False
OL3457787W,printdisabled,True,False
OL4689724W,printdisabled,True,False
OL8164704W,borrowable,True,False
OL33714553W,printdisabled,True,False
OL18027245W,borrowable,True,False
OL3475987W,borrowable,True,False
OL15714082W,borrowable,True,False
OL17733454W,printdisabled,True,False
OL17862825W,borrowable,True,False
OL3754810W,borrowable,True,False
OL3771209W,printdisabled,True,False
OL3476070W,borrowable,True,False
OL16310814W,printdisabled,True,False
OL11327964W,borrowable,True,False
OL7664479W,borrowable,True,False
OL3770452W,borrowable,True,False
OL3775436W,borrowable,True,False
OL16550681W,borrowable,True,False
OL3771069W,borrowable,True,False
OL2959231W,printdisabled,True,False
OL8559418W,borrowable,True,False
OL26935W,printdisabled,True,False
OL4092578W,borrowable,True,False
OL4233176W,printdisabled,True,False
OL11327996W,printdisabled,True,False
OL4092688W,borrowable,True,False
OL3457919W,printdisabled,True,False
OL15600W,printdisabled,True,False
OL17924222W,printdisabled,True,False
OL29330646W,no_ebook,False,False
OL15435078W,borrowable,True,False
OL16478203W,public,True,True
OL3519296W,borrowable,True,False
OL11277284W,borrowable,True,False
OL20924915W,printdisabled,True,False
OL3773986W,borrowable,True,False
OL3498631W,printdisabled,True,False
OL17716925W,printdisabled,True,False
OL3771260W,borrowable,True,False
OL77748W,public,True,True
OL3457776W,printdisabled,True,False
OL3759345W,printdisabled,True,False
OL4273165W,printdisabled,True,False
OL28708075W,no_ebook,False,False
OL5236205W,borrowable,True,False
OL21703979W,no_ebook,False,False
OL4233142W,printdisabled,True,False
OL17886378W,printdisabled,True,False
OL9359705W,borrowable,True,False
OL5691870W,printdisabled,True,False
OL11277305W,borrowable,True,False
OL8315337W,borrowable,True,False
OL3759127W,printdisabled,True,False
OL24801992W,no_ebook,False,False
OL8318465W,printdisabled,True,False
OL3467562W,printdisabled,True,False
OL6022024W,printdisabled,True,False
OL3467511W,printdisabled,True,False
OL3754973W,borrowable,True,False
OL3498725W,borrowable,True,False
OL11327657W,borrowable,True,False
OL3498719W,borrowable,True,False
OL1902417W,borrowable,True,False
OL3981200W,printdisabled,True,False
OL15149640W,printdisabled,True,False
OL9468121W,borrowable,True,False
OL21703286W,no_ebook,False,False
OL4463836W,printdisabled,True,False
OL3754953W,borrowable,True,False
OL4182014W,printdisabled,True,False
OL2705667W,borrowable,True,False
OL3771227W,printdisabled,True,False
OL3771292W,printdisabled,True,False
OL16586187W,borrowable,True,False
OL3498770W,borrowable,True,False
OL3519315W,borrowable,True,False
OL3294323W,borrowable,True,False
OL21177W,public,True,True
OL17625829W,borrowable,True,False
OL15187926W,printdisabled,True,False
OL11327633W,borrowable,True,False
OL42539351W,no_ebook,False,False
OL5236238W,borrowable,True,False
OL54813W,printdisabled,True,False
OL102400W,borrowable,True,False
OL3457690W,borrowable,True,False
OL4472976W,borrowable,True,False
OL11327644W,borrowable,True,False
OL3771279W,borrowable,True,False
OL3519323W,borrowable,True,False
OL3771257W,printdisabled,True,False
OL5236086W,borrowable,True,False
OL3467534W,printdisabled,True,False
OL17417270W,borrowable,True,False
OL3498628W,borrowable,True,False
OL3467591W,printdisabled,True,False
OL3457912W,printdisabled,True,False
OL1882556W,borrowable,True,False
OL9481338W,printdisabled,True,False
OL16637803W,printdisabled,True,False
OL20577143W,printdisabled,True,False
OL20781257W,printdisabled,True,False
OL3775369W,printdisabled,True,False
OL81294W,public,True,True
OL21084352W,no_ebook,False,False
OL26952W,printdisabled,True,False
OL1858668W,borrowable,True,False
OL3845150W,borrowable,True,False
OL3475965W,borrowable,True,False
OL4225407W,borrowable,True,False
OL34265902W,no_ebook,False,False
OL152329W,borrowable,True,False
OL4233157W,printdisabled,True,False
OL16239519W,printdisabled,True,False
OL20833390W,printdisabled,True,False
OL21234089W,no_ebook,False,False
OL274518W,borrowable,True,False
OL3803113W,printdisabled,True,False
OL3519227W,borrowable,True,False
OL3771302W,printdisabled,True,False
OL3457718W,printdisabled,True,False
OL3771266W,printdisabled,True,False
OL16041978W,borrowable,True,False
OL3775426W,printdisabled,True,False
OL491797W,printdisabled,True,False
OL17798511W,printdisabled,True,False
OL2705589W,borrowable,True,False
OL4092673W,borrowable,True,False
OL3773995W,printdisabled,True,False
OL3476032W,borrowable,True,False
OL2625457W,borrowable,True,False
OL111482W,borrowable,True,False
OL3457772W,printdisabled,True,False
OL5695694W,printdisabled,True,False
OL20018781W,printdisabled,True,False
OL15176208W,borrowable,True,False
OL4220903W,borrowable,True,False
OL3476088W,borrowable,True,False
OL29195444W,no_ebook,False,False
OL3759211W,printdisabled,True,False
OL9265310W,printdisabled,True,False
OL675722W,borrowable,True,False
OL16361029W,borrowable,True,False
OL5236237W,borrowable,True,False
OL4225427W,borrowable,True,False
OL5686909W,printdisabled,True,False
OL3775502W,printdisabled,True,False
OL3771217W,printdisabled,True,False
OL3498567W,printdisabled,True,False
OL3773885W,printdisabled,True,False
OL16925622W,borrowable,True,False
OL3759172W,borrowable,True,False
OL3476078W,borrowable,True,False
OL27965945W,no_ebook,False,False
OL20201734W,printdisabled,True,False
OL3775419W,printdisabled,True,False
OL22316936W,printdisabled,True,False
OL3457799W,printdisabled,True,False
OL2959257W,borrowable,True,False
OL21234092W,no_ebook,False,False
OL21330193W,no_ebook,False,False
OL2959357W,printdisabled,True,False
OL34493682W,no_ebook,False,False
OL4342711W,borrowable,True,False
OL17396365W,borrowable,True,False
OL14862461W,borrowable,True,False
OL3498643W,printdisabled,True,False
OL11762246W,borrowable,True,False
OL4440555W,borrowable,True,False
OL3498681W,printdisabled,True,False
OL3775447W,printdisabled,True,False
OL17904008W,borrowable,True,False
OL20150260W,printdisabled,True,False
OL876504W,borrowable,True,False
OL112310W,borrowable,True,False
OL3775465W,printdisabled,True,False
OL3458038W,printdisabled,True,False
OL3775452W,printdisabled,True,False
OL3771296W,printdisabled,True,False
OL17052764W,borrowable,True,False
OL3294451W,borrowable,True,False
OL5810762W,printdisabled,True,False
OL3498760W,borrowable,True,False
OL3775377W,printdisabled,True,False
OL4181989W,printdisabled,True,False
